,category_code,status,founded_at,country_code,funding_rounds,funding_total_usd,milestones,relationships,lat,lng,category_code_biotech,category_code_consulting,category_code_ecommerce,category_code_education,category_code_enterprise,category_code_games_video,category_code_hardware,category_code_mobile,category_code_network_hosting,category_code_other,category_code_public_relations,category_code_search,category_code_software,category_code_web,country_code_BRA,country_code_CAN,country_code_DEU,country_code_ESP,country_code_FRA,country_code_GBR,country_code_IND,country_code_IRL,country_code_ISR,country_code_NLD,country_code_USA,country_code_other,isClosed,active_days
2314,consulting,1,1991,USA,5.0,125371133.0,1.0,1.0,35.2225668,-97.4394777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
2319,web,1,2008,other,5.0,125371133.0,1.0,1.0,59.3688791,18.0084334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4380.0
2326,software,1,2003,DEU,5.0,125371133.0,2.0,2.0,48.1351253,11.5819805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3650.0
2329,advertising,2,2001,USA,5.0,125371133.0,2.0,7.0,34.1489719,-118.451357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4015.0
2350,public_relations,1,2001,IRL,5.0,125371133.0,1.0,2.0,51.8968917,-8.4863157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13870.0
2352,web,1,2008,IRL,5.0,125371133.0,2.0,4.0,53.3498053,-6.2603097,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6935.0
2353,software,1,1997,other,5.0,125371133.0,3.0,14.0,59.9138688,10.7522454,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4015.0
2358,advertising,1,2008,USA,5.0,125371133.0,1.0,1.0,32.7766642,-96.7969879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
2366,other,1,2006,IRL,5.0,125371133.0,1.0,2.0,54.2766103,-8.4760888,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3650.0
2369,ecommerce,2,2000,USA,5.0,125371133.0,1.0,3.0,30.267153,-97.7430608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5840.0
2375,web,1,2005,USA,5.0,125371133.0,1.0,3.0,34.0522342,-118.2436849,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
2377,search,1,2008,USA,5.0,125371133.0,1.0,2.0,47.6062095,-122.3320708,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2378,education,1,2011,USA,5.0,125371133.0,1.0,7.0,37.36883,-122.0363496,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2379,web,1,2008,USA,5.0,125371133.0,1.0,2.0,47.6062095,-122.3320708,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
2382,mobile,1,2007,USA,4.0,30700000.0,1.0,22.0,47.6101497,-122.2015159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
2388,software,1,2008,other,5.0,125371133.0,1.0,1.0,-41.2864603,174.776236,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5475.0
2393,public_relations,1,2008,USA,5.0,125371133.0,1.0,3.0,41.8897519,-87.9889543,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
2398,enterprise,1,2008,USA,5.0,125371133.0,1.0,3.0,33.0369867,-117.2919818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
2399,advertising,1,2004,other,5.0,125371133.0,1.0,1.0,1.352083,103.819836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,41245.0
2403,other,1,2005,USA,5.0,125371133.0,1.0,1.0,27.950575,-82.4571776,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2411,consulting,1,2009,USA,5.0,125371133.0,1.0,2.0,47.4828776,-122.2170661,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
2414,other,1,2003,IRL,5.0,125371133.0,1.0,1.0,53.270668,-9.0567905,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4015.0
2420,games_video,1,2005,USA,5.0,125371133.0,1.0,2.0,32.715738,-117.1610838,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
2421,other,1,2002,USA,4.0,40094161.0,1.0,11.0,38.232417,-122.6366524,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
2422,advertising,1,1998,USA,5.0,125371133.0,1.0,2.0,25.7616798,-80.1917902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7300.0
2423,consulting,1,2004,USA,5.0,125371133.0,1.0,1.0,45.0724642,-93.4557877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
2424,games_video,2,2008,USA,5.0,125371133.0,1.0,2.0,35.9940329,-78.898619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7665.0
2426,mobile,1,2004,USA,5.0,125371133.0,1.0,2.0,37.3541079,-121.9552356,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
2427,mobile,1,2000,USA,4.0,39800000.0,2.0,7.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6570.0
2433,network_hosting,1,2003,USA,5.0,125371133.0,1.0,2.0,36.4217009,-116.4221597,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2438,consulting,1,2006,USA,5.0,125371133.0,1.0,5.0,41.9445441,-71.2856082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
2444,software,1,1998,other,5.0,125371133.0,1.0,2.0,-26.0431661,28.0552003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4380.0
2445,network_hosting,1,2001,USA,5.0,125371133.0,1.0,1.0,32.7766642,-96.7969879,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7665.0
2447,ecommerce,1,2011,other,5.0,125371133.0,2.0,2.0,51.4940309,3.8496815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
2451,web,1,2010,USA,5.0,125371133.0,1.0,1.0,41.079273,-85.1393513,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
2456,software,2,2011,IRL,5.0,125371133.0,1.0,1.0,53.3498053,-6.2603097,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11680.0
2462,software,1,1998,USA,5.0,125371133.0,1.0,1.0,38.6270025,-90.1994042,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12775.0
2465,software,1,1999,GBR,5.0,125371133.0,1.0,1.0,39.9829946,-104.8003438,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3650.0
2476,web,1,2000,other,5.0,125371133.0,2.0,6.0,35.6894875,139.6917064,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
2483,advertising,1,2011,USA,5.0,125371133.0,1.0,3.0,30.267153,-97.7430608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2488,ecommerce,3,2008,USA,5.0,125371133.0,1.0,3.0,37.36883,-122.0363496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5475.0
2495,software,1,2007,GBR,5.0,125371133.0,1.0,2.0,51.550501,-0.3048409,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3650.0
2500,web,1,2004,other,5.0,125371133.0,1.0,2.0,46.0710668,13.2345794,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
2502,ecommerce,1,2011,USA,5.0,125371133.0,1.0,2.0,37.7749295,-122.4194155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6935.0
2511,consulting,1,2001,USA,5.0,125371133.0,1.0,2.0,33.7489954,-84.3879824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7665.0
2517,advertising,1,2010,CAN,5.0,125371133.0,1.0,1.0,45.5016889,-73.567256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5110.0
2532,software,1,2011,USA,5.0,125371133.0,1.0,3.0,30.267153,-97.7430608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2533,software,1,2008,USA,5.0,125371133.0,2.0,9.0,30.267153,-97.7430608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
2535,other,1,2004,USA,5.0,125371133.0,2.0,13.0,39.0587452,-94.5985613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2538,web,1,2010,USA,5.0,125371133.0,1.0,1.0,45.5230622,-122.6764815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
2539,web,1,2007,GBR,5.0,125371133.0,1.0,1.0,48.885308,-114.9408421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,7665.0
2541,advertising,1,2006,USA,5.0,125371133.0,1.0,5.0,34.0194543,-118.4911912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2542,search,1,2006,USA,5.0,125371133.0,1.0,4.0,37.4418834,-122.1430195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6935.0
2549,other,1,1980,USA,5.0,125371133.0,1.0,1.0,20.7644275,-156.4450063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13505.0
2551,software,1,2009,USA,5.0,125371133.0,1.0,2.0,35.7795897,-78.6381787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
2555,hardware,1,2007,USA,5.0,125371133.0,3.0,10.0,42.3600825,-71.0588801,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2558,games_video,1,2007,USA,5.0,125371133.0,1.0,2.0,33.7489954,-84.3879824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2566,other,1,1999,IRL,5.0,125371133.0,1.0,1.0,40.4394832,-79.9639145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6570.0
2570,ecommerce,1,2004,USA,5.0,125371133.0,1.0,3.0,33.8358492,-118.3406288,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
2575,web,2,1998,USA,5.0,125371133.0,1.0,9.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4380.0
2579,games_video,1,2011,USA,5.0,125371133.0,2.0,1.0,47.76095,-122.2055884,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
2580,software,2,1995,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3650.0
2588,software,2,2001,USA,5.0,125371133.0,1.0,2.0,37.4418834,-122.1430195,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2920.0
2603,consulting,1,2009,USA,5.0,125371133.0,1.0,1.0,37.5407246,-77.4360481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
2619,software,2,1985,USA,5.0,125371133.0,3.0,26.0,41.8781136,-87.6297982,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5475.0
2621,advertising,1,2007,USA,5.0,125371133.0,2.0,2.0,40.2968979,-111.6946475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2622,ecommerce,1,2008,other,5.0,125371133.0,1.0,2.0,36.797284,-119.853706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4380.0
2624,advertising,1,2001,other,5.0,125371133.0,1.0,2.0,22.396428,114.109497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6205.0
2627,web,1,2006,USA,5.0,125371133.0,1.0,1.0,38.9082124,-77.0451456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
2631,web,3,2007,other,5.0,125371133.0,1.0,3.0,60.1698557,24.9383791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7665.0
2634,software,1,2002,GBR,5.0,125371133.0,1.0,8.0,42.5256563,-71.0952891,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3650.0
2635,web,1,2008,FRA,5.0,125371133.0,2.0,2.0,48.856614,2.3522219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3650.0
2636,software,1,2007,other,5.0,125371133.0,1.0,3.0,50.8719066,4.2500012,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5840.0
2639,software,1,2008,FRA,5.0,125371133.0,1.0,4.0,48.856614,2.3522219,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8030.0
2640,software,1,2006,IND,5.0,125371133.0,1.0,2.0,12.9715987,77.5945627,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22995.0
2643,software,1,2003,IND,5.0,125371133.0,1.0,2.0,28.4594965,77.0266383,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4015.0
2651,mobile,2,2007,USA,5.0,125371133.0,2.0,1.0,45.5230622,-122.6764815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3650.0
2653,consulting,1,2006,other,5.0,125371133.0,1.0,1.0,45.4642035,9.189982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6570.0
2654,advertising,1,2004,GBR,5.0,125371133.0,1.0,2.0,50.81787,-0.372882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3650.0
2657,mobile,1,2003,USA,4.0,39790000.0,1.0,3.0,35.4083372,-78.7394297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
2659,public_relations,1,2001,USA,5.0,125371133.0,1.0,3.0,33.4941704,-111.9260519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14600.0
2661,games_video,3,2007,USA,5.0,125371133.0,1.0,4.0,34.0522342,-118.2436849,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3650.0
2663,enterprise,1,2010,ISR,5.0,125371133.0,1.0,3.0,31.932111,34.801327,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3285.0
2669,web,1,2008,USA,5.0,125371133.0,1.0,1.0,39.5807452,-104.8771726,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2675,other,1,2008,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
2677,other,1,1994,USA,5.0,125371133.0,1.0,1.0,33.8847361,-118.4109089,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2678,mobile,1,2001,other,5.0,125371133.0,1.0,2.0,25.0114095,121.4618415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5110.0
2688,games_video,1,2008,other,5.0,125371133.0,1.0,5.0,51.0543422,3.7174243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
2689,network_hosting,1,2008,IRL,5.0,125371133.0,1.0,3.0,53.3498053,-6.2603097,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4745.0
2695,other,1,2012,other,5.0,125371133.0,1.0,1.0,22.396428,114.109497,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6205.0
2703,enterprise,1,2007,USA,5.0,125371133.0,1.0,6.0,47.6101497,-122.2015159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7300.0
2719,games_video,1,1996,NLD,5.0,125371133.0,1.0,1.0,52.3702157,4.8951679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5110.0
2721,consulting,1,2005,USA,5.0,125371133.0,1.0,4.0,26.7153424,-80.0533746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
2724,ecommerce,1,2011,USA,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
2725,consulting,1,2004,ESP,5.0,125371133.0,1.0,1.0,28.5217717,-81.4634578,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8030.0
2734,software,1,1999,other,5.0,125371133.0,2.0,2.0,51.0432117,3.7592682,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8395.0
2738,other,1,2011,GBR,5.0,125371133.0,1.0,1.0,51.454513,-2.58791,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6570.0
2742,software,1,2000,other,5.0,125371133.0,1.0,2.0,60.4518126,22.2666302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2555.0
2744,games_video,1,2006,IRL,5.0,125371133.0,1.0,1.0,53.3498053,-6.2603097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3650.0
2746,web,1,2007,USA,5.0,125371133.0,1.0,1.0,36.7682088,-76.2874927,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2760,games_video,1,2008,USA,5.0,125371133.0,1.0,2.0,25.7616798,-80.1917902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14600.0
2761,web,1,1997,USA,5.0,125371133.0,1.0,2.0,32.8213143,-96.7855344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
2765,consulting,1,2001,USA,8.0,91953325.0,2.0,17.0,42.5584218,-71.2689461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
2774,consulting,1,2001,USA,5.0,125371133.0,1.0,3.0,44.977753,-93.2650108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
2788,public_relations,1,1996,DEU,5.0,125371133.0,1.0,5.0,52.5200066,13.404954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3650.0
2799,other,1,2007,other,5.0,125371133.0,1.0,4.0,37.9838096,23.7275388,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4380.0
2802,software,1,2004,AUS,5.0,125371133.0,1.0,1.0,-37.8136276,144.9630576,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4380.0
2810,ecommerce,1,2003,USA,5.0,125371133.0,1.0,2.0,44.977753,-93.2650108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
2820,consulting,1,2007,USA,5.0,125371133.0,1.0,1.0,43.0831301,-73.7845651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2821,other,1,2009,USA,5.0,125371133.0,2.0,2.0,40.8120171,-74.1243063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5840.0
2824,ecommerce,1,2002,USA,5.0,125371133.0,1.0,3.0,37.7749295,-122.4194155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
2825,software,1,1998,USA,5.0,125371133.0,1.0,3.0,32.715738,-117.1610838,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2827,network_hosting,1,2007,FRA,5.0,125371133.0,1.0,4.0,48.856614,2.3522219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6570.0
2830,web,1,2006,USA,5.0,125371133.0,1.0,4.0,30.267153,-97.7430608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2836,advertising,1,1987,USA,5.0,125371133.0,1.0,4.0,41.8500302,-87.9645077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
2839,consulting,1,2004,USA,5.0,125371133.0,1.0,3.0,28.5383355,-81.3792365,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
2840,web,1,2004,IND,5.0,125371133.0,1.0,1.0,13.0826802,80.2707184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3650.0
2843,public_relations,1,2008,NLD,5.0,125371133.0,1.0,1.0,52.0704978,4.3006999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9125.0
2845,advertising,1,2008,ESP,5.0,125371133.0,1.0,2.0,41.3850639,2.1734035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3650.0
2849,public_relations,1,2006,CAN,5.0,125371133.0,1.0,3.0,49.2827291,-123.1207375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3285.0
2853,other,1,2000,USA,5.0,125371133.0,1.0,4.0,40.4406248,-79.9958864,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8030.0
2860,other,1,2011,CAN,5.0,125371133.0,1.0,2.0,45.5016889,-73.567256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4380.0
2861,web,1,2004,GBR,5.0,125371133.0,3.0,4.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4015.0
2865,advertising,1,2010,USA,5.0,125371133.0,1.0,2.0,35.2270869,-80.8431267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8030.0
2868,advertising,1,1999,other,5.0,125371133.0,1.0,1.0,35.6894875,139.6917064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6205.0
2884,enterprise,1,1999,USA,5.0,125371133.0,1.0,13.0,40.7127753,-74.0059728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2886,ecommerce,1,2003,USA,5.0,125371133.0,1.0,2.0,32.715738,-117.1610838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7665.0
2904,web,1,2008,other,5.0,125371133.0,1.0,2.0,3.139003,101.686855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4745.0
2905,software,1,2008,CAN,5.0,125371133.0,1.0,4.0,43.653226,-79.3831843,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5475.0
2906,consulting,1,2001,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
2916,web,1,2008,USA,5.0,125371133.0,1.0,2.0,45.5230622,-122.6764815,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
2921,enterprise,1,2006,IND,5.0,125371133.0,1.0,2.0,22.7195687,75.8577258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3650.0
